"TOA5","10277","CR300","10277","CR300-CELL205.Std.10.04","CPU:KS003.CR300","37658","Table1"
"TIMESTAMP","RECORD","station","farm","field","latitude","longitude","altitude","battery_voltage_Min","PTemp_Avg","counts_1_Tot","counts_2_Tot","solar_flux_density_Avg","lightning_strike_count_Tot","precipitation_Tot","strike_distance_Min","wind_speed_Avg","wind_direction_Avg","wind_speed_gust_Max","air_temperature_Avg","vapor_pressure_Avg","barometric_pressure_Avg","relative_humidity_Avg","humidity_sensor_temperature_Avg","tilt_north_south_Avg","tilt_west_east_Avg","NDVI_Avg"
"2021-09-23 01:00:00",13,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,12.75,13.38,872,903,0,0,0,0,2.67,119.1,4.27,13.08,9.27,966,61.63,12.78,-0.65,0.625,"NAN"
"2021-09-23 02:00:00",14,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,12.73,12.8,818,902,0,0,0,0,2.68,127.3,4.28,12.58,9.13,966,62.7,12.33,-0.8,0.75,"NAN"
"2021-09-23 03:00:00",15,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,12.7,12.17,775,828,0,0,0,0,2.9,134.9,4.85,11.85,9.2,966,66.28,11.68,-0.675,0.65,"NAN"
"2021-09-23 04:00:00",16,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,12.67,11.12,796,825,0,0,0,0,2.093,143.2,3.6,10.48,9.23,966,72.75,10.48,-0.85,0.8,"NAN"
"2021-09-23 05:00:00",17,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,12.64,9.99,867,860,0,0,0,0,2.238,135.1,3.97,10,9.3,966,76.05,9.55,-0.75,0.8,"NAN"
"2021-09-23 06:00:00",18,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,12.61,10.17,788,857,0,0,0,0,2.708,151.6,4.55,10.2,9.43,966,75.65,9.98,-0.85,0.775,"NAN"
"2021-09-23 07:00:00",19,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,12.61,10.54,802,853,28.75,0,0,0,3.128,138.3,5.48,10.55,9.52,966,74.85,10.13,-1.025,0.825,0.433
"2021-09-23 08:00:00",20,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,12.78,14.96,790,889,170.5,0,0,0,4.243,152.5,8.03,12.88,10.25,965,69.15,13.7,-0.525,0.625,0.328
"2021-09-23 09:00:00",21,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,13.63,22.49,753,882,358.3,0,0,0,5.073,162.8,8.13,16.9,10.45,965,54.75,18.48,-0.95,0.625,0.307
"2021-09-23 10:00:00",22,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,13.56,27.82,805,891,535.3,0,0,0,5.708,172.7,9.55,20.45,9.98,965,41.65,22.78,-1.025,-0.1,0.313
"2021-09-23 11:00:00",23,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,13.51,30.39,799,954,674.8,0,0,0,6.06,169.4,9.67,23.1,9.75,964,34.58,25.53,-1,1.05,0.309
"2021-09-23 12:00:00",24,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,13.49,31.95,810,968,758.5,0,0,0,6.385,170.5,11.52,25.13,9.42,964,29.58,27.63,-0.875,0.7,0.307
"2021-09-23 13:00:00",25,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,13.48,32.27,849,977,782.3,0,0,0,6.342,171.6,10.5,26.78,9.3,963,26.7,29.35,-0.9,0.675,0.301
"2021-09-23 14:00:00",26,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,13.47,33.32,817,929,741,0,0,0,6.52,168.4,10.63,27.93,9.08,962,24.18,30.43,0,0.9,0.296
"2021-09-23 15:00:00",27,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,13.44,35.04,809,961,640.3,0,0,0,6.7,172.7,10.93,28.55,9.05,961,23.23,30.95,-1.025,0.45,0.281
"2021-09-23 16:00:00",28,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,13.42,35.82,862,973,488.3,0,0,0,6.515,171.6,10.83,28.73,8.98,961,22.78,31.08,-0.35,2.675,0.27
"2021-09-23 17:00:00",29,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,13.42,35.35,860,985,293.5,0,0,0,6.12,167.8,11.41,28.43,9.08,960,23.45,30.35,-0.525,0.05,0.242
"2021-09-23 18:00:00",30,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,13.13,32.52,826,1033,110.8,0,0,0,4.1,163.1,9.09,26.9,9.3,961,26.3,28.35,-0.725,0.6,0.221
"2021-09-23 19:00:00",31,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,12.92,26.28,843,956,9,0,0,0,2.523,148.4,3.97,22.9,9.73,961,35.18,23.6,-0.9,0.85,"NAN"
"2021-09-23 20:00:00",32,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,12.88,22.29,807,977,0,0,0,0,2.628,144.3,4.25,20.75,9.75,961,39.83,20.7,-0.7,0.575,"NAN"
"2021-09-23 21:00:00",33,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,12.84,20.84,849,1004,0,0,0,0,3.545,140.8,6.02,19.85,9.83,961,42.73,19.7,-0.85,0.75,"NAN"
"2021-09-23 22:00:00",34,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,12.82,19.49,807,944,0,0,0,0,3.355,148.7,5.02,18.23,9.98,961,47.75,18.33,-0.925,0.625,"NAN"
"2021-09-23 23:00:00",35,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,12.8,18.5,913,859,0,0,0,0,4.553,157.8,9.41,18.08,10.05,961,48.4,17.6,-0.725,0.9,"NAN"
"2021-09-24 00:00:00",36,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,12.79,18.24,883,897,0,0,0,0,4.158,161.7,7.44,17.45,10,961,50.38,17.48,-0.725,0.65,"NAN"
"2021-09-24 01:00:00",37,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,12.77,16.74,876,894,0,0,0,0,3.353,161,5.77,15.55,10,961,56.6,15.65,-0.75,0.6,"NAN"
"2021-09-24 02:00:00",38,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,12.75,15.4,964,949,0,0,0,0,3.193,163.7,5.4,14.98,9.92,961,58.3,14.63,-0.9,0.75,"NAN"
"2021-09-24 03:00:00",39,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,12.73,15.19,889,953,0,0,0,0,3.16,162.5,4.59,14.73,9.83,961,58.6,14.68,-0.775,0.825,"NAN"
"2021-09-24 04:00:00",40,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,12.71,14.07,941,926,0,0,0,0,2.558,157.1,3.76,13.4,9.8,961,63.8,13.3,-0.85,0.775,"NAN"
"2021-09-24 05:00:00",41,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,12.67,13.67,939,910,0,0,0,0,2.48,159.3,4.02,13.38,10,962,65.35,13.08,-0.85,0.75,"NAN"
"2021-09-24 06:00:00",42,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,12.65,13.47,819,921,0,0,0,0,1.868,162.4,3.43,13,10.25,962,68.63,12.9,-0.825,0.75,"NAN"
"2021-09-24 07:00:00",43,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,12.64,13.82,914,861,13.75,0,0,0,3.435,164.9,5.96,13.93,10.4,962,65.5,13.38,-0.85,0.55,0.497
"2021-09-24 08:00:00",44,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,12.75,16.94,830,895,115.5,0,0,0,6.128,174.6,10.21,16.53,10.25,961,54.68,16.4,-0.925,0.45,0.292
"2021-09-24 09:00:00",45,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,13.6,24.14,868,853,335.3,0,0,0,5.618,187.8,9.78,19.3,10.53,961,47.1,20.7,-0.95,0.85,0.304
"2021-09-24 10:00:00",46,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,13.55,29.02,795,939,458.3,0,0,0,5.263,206.8,8.76,21.83,10.53,962,40.33,23.68,-1.175,0.375,0.302
"2021-09-24 11:00:00",47,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,13.51,31.53,838,856,550.5,0,0,0,4.983,231.5,9.68,24,10.68,963,35.93,26.38,-1.4,1.55,0.3
"2021-09-24 12:00:00",48,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,13.47,33.23,840,908,723.5,0,0,0,4.02,271.7,8.16,25.2,11.85,962,36.97,28.25,-0.9,1.075,0.297
"2021-09-24 13:00:00",49,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,13.46,33.64,794,953,686.3,0,0,0,5.453,321.1,11.89,25.38,12.98,963,40.2,28.68,-0.525,0.075,0.287
"2021-09-24 14:00:00",50,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,13.46,30.17,777,919,251.5,0,0,0,6.993,259.9,12.54,24,12.25,963,41.05,25.25,-0.525,0.025,0.289
"2021-09-24 15:00:00",51,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,13.45,29.57,806,891,265.8,0,0,0,6.283,266.3,10.72,24.33,11.73,963,38.55,25.48,-1.05,0.225,0.289
"2021-09-24 16:00:00",52,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,13.52,30.04,808,879,309.8,0,0,0,5.96,355.2,10.37,24.73,11.43,963,36.78,25.85,-0.675,0.35,0.285
"2021-09-24 17:00:00",53,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,13.51,30.82,783,924,264.8,0,0,0,5.342,264,9.48,24.73,11.38,964,36.63,26.4,-1.025,0.05,0.278
"2021-09-24 18:00:00",54,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,13.05,27.59,786,871,85.5,0,0,0,4.54,353.6,8.03,23.88,11.1,964,37.58,24.65,-0.85,0.9,0.285
"2021-09-24 19:00:00",55,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,12.9,24.13,771,934,4.75,0,0,0,2.608,266,5.55,21.7,11.1,965,43.03,22.18,-0.75,0.8,"NAN"
"2021-09-24 20:00:00",56,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,12.87,21.89,780,861,0,0,0,0,3.775,353,7.48,20.3,10.88,965,45.78,20.38,-0.825,0.65,"NAN"
"2021-09-24 21:00:00",57,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,12.84,20.53,768,881,0,0,0,0,5.093,354.1,9.4,19,11.28,966,51.55,19.15,0,1.3,"NAN"
"2021-09-24 22:00:00",58,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,12.82,18.71,758,910,0,0,0,0,3.523,268.1,6.51,16.92,11.7,967,60.75,17.2,-0.8,0.775,"NAN"
"2021-09-24 23:00:00",59,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,12.79,16.2,792,877,0,0,0,0,2.075,269,3.43,14.38,11.53,967,70.45,14.65,-0.775,0.625,"NAN"
"2021-09-25 00:00:00",60,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,12.77,13.4,855,900,0,0,0,0,1.705,180.9,2.58,12.35,11.15,967,77.83,12.15,-0.8,0.775,"NAN"
"2021-09-25 01:00:00",61,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,12.75,11.61,919,942,0,0,0,0,1.235,31.4,1.8,11.63,11.25,967,82.5,10.95,-0.8,0.7,"NAN"
"2021-09-25 02:00:00",62,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,12.72,10.21,907,938,0,0,0,0,0.66,191.9,1.45,10.3,10.95,967,87.4,9.88,-0.775,0.625,"NAN"
"2021-09-25 03:00:00",63,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,12.7,8.87,932,951,0,0,0,0,0.92,235,2.64,8.52,10.35,967,93.2,8.3,-0.75,0.75,"NAN"
"2021-09-25 04:00:00",64,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,12.66,7.897,913,906,0,0,0,0,1.373,253.4,2.25,7.525,9.73,967,93.7,7.175,-0.85,0.65,"NAN"
"2021-09-25 05:00:00",65,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,12.64,8.26,820,856,0,0,0,0,1.5,182.9,6.41,8.52,10.48,968,94.1,8,-0.825,0.6,"NAN"
"2021-09-25 06:00:00",66,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,12.6,7.646,835,813,0,0,0,0,1.24,323.5,2.59,7.225,9.8,968,96.5,7.125,-0.625,0.725,"NAN"
"2021-09-25 07:00:00",67,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,12.59,7.647,811,834,26.5,0,0.017,0,1.113,260.3,2.24,7.475,9.9,969,95.8,7.075,-0.825,0.75,0.494
"2021-09-25 08:00:00",68,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,12.8,14.02,805,835,163,0,0.017,0,0.843,256.3,2.03,11.13,12.5,969,94.5,12.13,-0.95,0.825,0.347
"2021-09-25 09:00:00",69,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,13.61,23.8,743,875,344.3,0,0,0,2.49,76.53,5.07,16.78,13.03,969,68.82,18.78,-0.8,0.725,0.309
"2021-09-25 10:00:00",70,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,13.56,28.46,817,833,519.3,0,0,0,3.908,100.8,6.3,20.08,11.28,968,48.25,22.83,-0.85,0.55,0.313
"2021-09-25 11:00:00",71,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,13.51,31.11,752,878,655.8,0,0,0,3.318,131,5.56,22.1,10.38,968,39.05,25.43,-0.775,0.95,0.307
"2021-09-25 12:00:00",72,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,13.48,32.57,772,911,738.8,0,0,0,2.998,142.1,6.68,23.85,9.58,968,32.63,27.47,-0.9,0.875,0.302
"2021-09-25 13:00:00",73,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,13.48,32.07,793,902,756.8,0,0,0,3.7,158.7,7.74,25.28,9.2,967,28.83,28.68,-0.775,1.225,0.295
"2021-09-25 14:00:00",74,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,13.49,32.55,817,944,645.8,0,0,0,4.48,165.9,7.7,25.8,8.9,966,26.65,28.88,-0.725,0.725,0.291
"2021-09-25 15:00:00",75,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,13.47,33.45,870,962,575,0,0,0,5.2,163.3,8.22,26.1,8.58,965,25.35,28.65,-1.375,0.225,0.289
"2021-09-25 16:00:00",76,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,13.47,34.05,777,945,452.5,0,0,0,5.063,156.9,9.08,26.48,9.05,964,26.25,28.8,-0.925,1,0.272
"2021-09-25 17:00:00",77,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,13.45,34.1,838,954,281.5,0,0,0,4.873,157,8.31,26.63,9.58,963,27.45,28.65,-0.95,0.55,0.255
"2021-09-25 18:00:00",78,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,13.18,31.14,868,969,102.5,0,0,0,3.748,151.8,6.95,25.3,9.75,963,30.25,26.65,-0.775,0.375,0.214
"2021-09-25 19:00:00",79,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,12.91,25.21,787,993,7.25,0,0,0,2.195,136.5,4.2,22,9.8,963,37.18,22.65,-0.825,0.75,"NAN"
"2021-09-25 20:00:00",80,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,12.88,21.56,783,874,0,0,0,0,2.448,116.4,3.85,20.33,9.78,962,41.1,20.17,-0.65,0.65,"NAN"
"2021-09-25 21:00:00",81,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,12.84,20.49,765,909,0,0,0,0,2.95,115.8,4.74,19.83,9.63,962,41.78,19.53,-0.925,0.825,"NAN"
"2021-09-25 22:00:00",82,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,12.83,19.9,752,877,0,0,0,0,3.238,122.3,6.3,19.28,9.83,962,43.9,19.05,-0.85,0.65,"NAN"
"2021-09-25 23:00:00",83,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,12.81,19.39,793,871,0,0,0,0,3.808,134.9,6.11,18.7,10.02,962,46.63,18.6,-1.025,0.625,"NAN"
"2021-09-26 00:00:00",84,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,12.79,18.52,853,875,0,0,0,0,3.472,133.3,5.2,17.65,10.1,962,50.15,17.67,-0.85,0.925,"NAN"
"2021-09-26 01:00:00",85,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,12.78,17.53,808,895,0,0,0,0,3.583,134.5,5.41,16.6,10.18,961,53.98,16.63,-0.925,0.875,"NAN"
"2021-09-26 02:00:00",86,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,12.75,16.74,872,862,0,0,0,0,3.595,146.8,6.79,16.2,10.4,961,56.7,15.95,-0.75,0.65,"NAN"
"2021-09-26 03:00:00",87,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,12.74,16.73,816,919,0,0,0,0,4.398,157.5,9.15,16.88,10.88,960,56.35,16.35,-0.675,0.95,"NAN"
"2021-09-26 04:00:00",88,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,12.72,17.41,799,857,0,0,0,0,5.315,157.3,8.97,17.28,11.2,960,57.08,17.13,-0.8,0.5,"NAN"
"2021-09-26 05:00:00",89,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,12.7,17.18,833,900,0,0,0,0,5.493,157.3,8.41,16.78,11.45,959,59.93,16.7,-1.025,1,"NAN"
"2021-09-26 06:00:00",90,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,12.67,16.78,782,879,0,0,0,0,5.123,159.3,9.46,16.33,11.65,959,62.88,16.23,-0.475,0.975,"NAN"
"2021-09-26 07:00:00",91,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,12.66,16.83,883,959,23,0,0,0,4.92,160.2,7.91,16.55,11.83,959,62.95,16.33,-0.475,0.7,0.159
"2021-09-26 08:00:00",92,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,12.81,20.37,850,887,155.5,0,0,0,5.79,164.9,9.8,18.67,12.15,959,56.65,19.32,-0.95,1.175,0.314
"2021-09-26 09:00:00",93,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,13.55,27.32,837,941,335.5,0,0,0,6.7,172.9,11.18,22.48,12.18,959,44.95,23.83,-2.275,-0.025,0.288
"2021-09-26 10:00:00",94,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,13.48,32.49,837,904,512.5,0,0,0,6.918,180.7,11.79,25.65,12.38,959,37.6,27.7,-0.775,0.7,0.298
"2021-09-26 11:00:00",95,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,13.44,35.48,821,957,648.8,0,0,0,7.155,183.1,11.49,28.8,12.6,959,31.98,30.93,-0.4,0.3,0.288
"2021-09-26 12:00:00",96,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,13.41,36.92,868,927,733.5,0,0,0,7.985,181.6,13.98,30.68,12.03,959,27.43,33,-0.625,2.3,0.278
"2021-09-26 13:00:00",97,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,13.39,37.54,857,1039,751.3,0,0,0,7.993,182.1,12.58,32.68,11.53,958,23.4,34.93,-1.45,1.075,0.269
"2021-09-26 14:00:00",98,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,13.37,38.9,839,1074,705.8,0,0,0,8.66,181.9,14.25,34.05,10.83,957,20.35,36.3,-0.3,2.775,0.254
"2021-09-26 15:00:00",99,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,13.35,40.31,822,1191,606.3,0,0,0,8.95,178.4,15.04,34.55,9.7,957,17.65,36.8,-0.725,0.675,0.24
"2021-09-26 16:00:00",100,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,13.35,40.63,863,1086,457.8,0,0,0,8.51,179.4,13.26,34.25,9.2,956,17.05,36.4,-0.025,-1.025,0.232
"2021-09-26 17:00:00",101,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,13.35,39.85,827,1073,277.3,0,0,0,7.533,179.4,13.93,33.58,9.25,956,17.85,35.43,-1.825,2.375,0.199
"2021-09-26 18:00:00",102,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,13.08,36.97,864,1035,101.8,0,0,0,7.103,172,11.2,32.08,9.27,956,19.45,33.25,-0.375,1.5,0.181
"2021-09-26 19:00:00",103,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,12.91,31.78,852,1028,5.25,0,0,0,5.48,167.5,9.69,29.08,9.13,957,22.75,29.65,-0.875,1.5,"NAN"
"2021-09-26 20:00:00",104,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,12.87,28.11,860,977,0,0,0,0,4.878,165.6,7.84,26.4,9.65,957,28.03,26.43,-1.225,0.675,"NAN"
"2021-09-26 21:00:00",105,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,12.84,26.25,938,988,0,0,0,0,4.92,165.4,8.52,25,9.88,957,31.4,24.93,-0.725,0.725,"NAN"
"2021-09-26 22:00:00",106,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,12.83,25.43,868,950,0,0,0,0,5.915,170.5,9.65,24.95,10.13,958,32.03,24.55,-1.45,0.25,"NAN"
"2021-09-26 23:00:00",107,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,12.81,24.87,827,1032,0,0,0,0,5.505,168.8,8.59,23.93,10.2,958,34.25,24,-0.9,0.5,"NAN"
"2021-09-27 00:00:00",108,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,12.79,23.71,854,947,0,0,0,0,5.06,170,8.88,23.1,10.28,958,36.45,22.8,-1.075,0.85,"NAN"
"2021-09-27 01:00:00",109,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,12.78,22.87,812,976,0,0,0,0,4.143,171.7,6.94,22.25,10.4,958,38.78,22.15,-0.575,0.725,"NAN"
"2021-09-27 02:00:00",110,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,12.76,21.61,804,1009,0,0,0,0,4.313,167.7,7.22,20.72,10.48,958,42.88,20.73,-0.7,0.525,"NAN"
"2021-09-27 03:00:00",111,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,12.75,20.55,881,936,0,0,0,0,4.318,167.4,6.57,19.83,10.65,958,46.03,19.73,-0.85,0.85,"NAN"
"2021-09-27 04:00:00",112,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,12.73,19.5,881,966,0,0,0,0,3.623,163.3,5.83,18.67,10.83,958,50.33,18.7,-0.75,0.875,"NAN"
"2021-09-27 05:00:00",113,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,12.7,18.41,792,928,0,0,0,0,3.418,159.5,5.58,17.55,11.08,958,55.2,17.55,-0.675,0.775,"NAN"
"2021-09-27 06:00:00",114,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,12.68,17.36,850,955,0,0,0,0,3.523,156.7,5.52,16.65,11.3,958,59.68,16.48,-0.625,0.7,"NAN"
"2021-09-27 07:00:00",115,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,12.68,17.4,826,920,29.75,0,0,0,3.603,157.6,5.48,16.75,11.65,958,61.13,16.58,-0.725,0.575,0.242
"2021-09-27 08:00:00",116,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,12.84,21.05,876,934,136.3,0,0,0,4.435,164.4,7.58,19.22,12.4,958,55.58,19.75,-0.875,0.4,0.281
"2021-09-27 09:00:00",117,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,13.55,27.58,807,971,341.8,0,0,0,5.95,168.3,9.15,22.6,12.6,958,45.95,24.13,-0.9,0.525,0.271
"2021-09-27 10:00:00",118,"KS003","Flickner","Rainfed South",38.23461,-97.57095,455,13.48,32.82,830,971,518.5,0,0,0,6.19,171.6,10.02,25.5,12.73,958,38.95,27.78,-1.075,0.55,0.274
