TimeStamp,Record,Zone,Latitude,Longitude,Moisture,Period,Attenuation,Permittivity,Probe_Model
4/30/2020 11:02,2654,[Unspecified Zone],39.11044,-96.61278,42.47,1.7644,2.0026,27.6343,CD659 12cm rods
4/30/2020 11:02,2655,[Unspecified Zone],39.11038,-96.61282,39.06,1.6977,1.4862,24.0176,CD659 12cm rods
4/30/2020 11:02,2656,ZONE 00010,39.1103,-96.61287,34.23,1.6174,1.3843,19.7538,CD659 12cm rods
4/30/2020 11:02,2657,ZONE 00010,39.1102,-96.61292,33.67,1.6084,1.3637,19.3057,CD659 12cm rods
4/30/2020 11:03,2658,ZONE 00010,39.11012,-96.6129,35.44,1.6366,1.3584,20.7409,CD659 12cm rods
4/30/2020 11:03,2659,ZONE 00010,39.11002,-96.6129,32.61,1.5914,1.2996,18.4899,CD659 12cm rods
4/30/2020 11:03,2660,ZONE 00010,39.10992,-96.61288,33.18,1.6005,1.3264,18.9247,CD659 12cm rods
4/30/2020 11:04,2661,ZONE 00010,39.1098,-96.61287,30.46,1.5587,1.3046,16.9286,CD659 12cm rods
4/30/2020 11:04,2662,ZONE 00010,39.10972,-96.61287,34.18,1.6163,1.322,19.7109,CD659 12cm rods
4/30/2020 11:04,2663,ZONE 00010,39.1096,-96.61285,32.61,1.5914,1.2765,18.4942,CD659 12cm rods
4/30/2020 11:04,2664,ZONE 00010,39.1095,-96.61284,29.75,1.5474,1.2371,16.4398,CD659 12cm rods
4/30/2020 11:05,2665,"ZONE 00007, ZONE 00010",39.10939,-96.61284,34.18,1.6163,1.3254,19.7105,CD659 12cm rods
4/30/2020 11:05,2666,"ZONE 00007, ZONE 00008, ZONE 00010",39.10926,-96.61279,30.55,1.5598,1.2827,16.9924,CD659 12cm rods
4/30/2020 11:05,2667,"ZONE 00007, ZONE 00008, ZONE 00010",39.10915,-96.61275,33.47,1.605,1.3222,19.1487,CD659 12cm rods
4/30/2020 11:05,2668,"ZONE 00007, ZONE 00008, ZONE 00010",39.10905,-96.61276,34.25,1.6174,1.2502,19.7637,CD659 12cm rods
4/30/2020 11:06,2669,"ZONE 00007, ZONE 00008, ZONE 00010",39.10895,-96.61275,34.81,1.6265,1.3067,20.2226,CD659 12cm rods
4/30/2020 11:06,2670,"ZONE 00007, ZONE 00008",39.10884,-96.61274,30.75,1.5632,1.3193,17.1322,CD659 12cm rods
4/30/2020 11:06,2671,"ZONE 00007, ZONE 00008",39.1087,-96.61272,31.91,1.5824,1.4358,17.9713,CD659 12cm rods
4/30/2020 11:07,2672,ZONE 00008,39.10858,-96.61267,35.65,1.64,1.375,20.9148,CD659 12cm rods
4/30/2020 11:07,2673,ZONE 00008,39.10857,-96.61263,30.4,1.5587,1.3644,16.8875,CD659 12cm rods
4/30/2020 11:07,2674,ZONE 00008,39.10863,-96.61263,29.56,1.5451,1.2954,16.3067,CD659 12cm rods
4/30/2020 11:07,2675,ZONE 00008,39.10873,-96.61263,33.6,1.6073,1.3521,19.2531,CD659 12cm rods
4/30/2020 11:08,2676,ZONE 00008,39.10882,-96.61261,28.34,1.5281,1.3435,15.4938,CD659 12cm rods
4/30/2020 11:08,2677,ZONE 00008,39.10893,-96.6126,30.22,1.5553,1.3162,16.7635,CD659 12cm rods
4/30/2020 11:08,2678,"ZONE 00008, ZONE 00010",39.10903,-96.61259,31.15,1.5688,1.2763,17.4178,CD659 12cm rods
4/30/2020 11:09,2679,"ZONE 00008, ZONE 00010",39.10917,-96.61261,31.23,1.57,1.2423,17.4801,CD659 12cm rods
4/30/2020 11:09,2680,"ZONE 00008, ZONE 00010",39.10928,-96.61261,25.72,1.4874,1.2114,13.8415,CD659 12cm rods
4/30/2020 11:09,2681,ZONE 00010,39.10941,-96.61264,35.3,1.6344,1.3259,20.6253,CD659 12cm rods
4/30/2020 11:09,2682,ZONE 00010,39.10955,-96.61268,33.68,1.6084,1.3112,19.3183,CD659 12cm rods
4/30/2020 11:10,2683,ZONE 00010,39.10965,-96.61269,34.24,1.6174,1.3565,19.7619,CD659 12cm rods
4/30/2020 11:10,2684,ZONE 00010,39.10976,-96.61269,33.82,1.6107,1.3366,19.4262,CD659 12cm rods
4/30/2020 11:10,2685,ZONE 00010,39.10986,-96.61265,30.3,1.5564,1.316,16.8163,CD659 12cm rods
4/30/2020 11:10,2686,ZONE 00010,39.10998,-96.61266,34.24,1.6174,1.3547,19.7623,CD659 12cm rods
4/30/2020 11:11,2687,ZONE 00010,39.11013,-96.61268,36.26,1.6502,1.4216,21.4402,CD659 12cm rods
4/30/2020 11:11,2688,ZONE 00010,39.11023,-96.61269,35.47,1.6389,1.5593,20.7641,CD659 12cm rods
4/30/2020 11:11,2689,[Unspecified Zone],39.11036,-96.6127,35,1.6299,1.4303,20.373,CD659 12cm rods
4/30/2020 11:12,2690,[Unspecified Zone],39.11049,-96.61271,35.48,1.6412,1.6619,20.7723,CD659 12cm rods
4/30/2020 11:12,2691,[Unspecified Zone],39.11052,-96.61273,36.57,1.6559,1.515,21.7077,CD659 12cm rods
4/30/2020 11:12,2692,[Unspecified Zone],39.11051,-96.61273,36.71,1.6581,1.5058,21.8345,CD659 12cm rods
4/30/2020 11:12,2693,[Unspecified Zone],39.11053,-96.61279,35.54,1.64,1.5589,20.825,CD659 12cm rods
